City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,abu kamal,34.4506,40.9171,297.65,22,0,1.24,SY,1667640260
1,hobart,-42.8794,147.3294,286.07,86,100,4.63,AU,1667640017
2,rikitea,-23.1203,-134.9692,294.72,68,85,5.84,PF,1667640263
3,albany,42.6001,-73.9662,290.03,88,100,2.84,US,1667640264
4,bol,13.4586,14.7147,299.44,34,25,4.82,TD,1667640265
5,ushuaia,-54.8,-68.3,280.96,87,0,2.06,AR,1667640267
6,grindavik,63.8424,-22.4338,279.12,70,0,6.69,IS,1667640268
7,bluff,-46.6,168.3333,283.11,64,61,6.35,NZ,1667640270
8,langham,52.3668,-106.9679,273.06,82,100,5.51,CA,1667640271
9,harwich,51.9419,1.2844,282.73,84,100,2.24,GB,1667640272
10,kotelnich,58.3089,48.348,273.44,86,97,2.23,RU,1667640274
11,thompson,55.7435,-97.8558,268.24,93,100,2.06,CA,1667640275
12,yellowknife,62.456,-114.3525,256.44,85,75,5.14,CA,1667640277
13,atuona,-9.8,-139.0333,298.17,75,30,6.44,PF,1667640278
14,mataura,-46.1927,168.8643,278.3,85,8,1.06,NZ,1667640280
15,thomastown,52.5267,-7.1372,286.72,98,100,6.49,IE,1667640281
16,mahebourg,-20.4081,57.7,300.31,69,75,6.69,MU,1667640283
17,margate,51.3813,1.3862,282.76,80,94,1.34,GB,1667640284
18,shihezi,44.3,86.0333,286.03,32,100,2.39,CN,1667640285
19,nikolskoye,59.7035,30.7861,272.09,70,21,3.29,RU,1667640288
20,jos,9.9167,8.9,297.51,25,39,4.25,NG,1667640291
21,san mateo ixtatan,15.8319,-91.4781,283.05,94,100,1.43,GT,1667640293
22,new norfolk,-42.7826,147.0587,285.87,73,100,1.34,AU,1667640295
23,busselton,-33.65,115.3333,292.72,55,1,6.4,AU,1667640296
24,lagoa,39.05,-27.9833,290.67,64,100,6.66,PT,1667640041
25,luis correia,-2.8792,-41.6669,296.16,83,100,2.17,BR,1667640299
26,bethel,41.3712,-73.414,289.93,88,100,0.0,US,1667640300
27,seoul,37.5683,126.9778,282.84,53,0,2.06,KR,1667640156
28,lalas,37.7167,21.7167,294.15,53,50,4.31,GR,1667640303
29,sainte-marie,-20.8968,55.5496,301.22,72,20,3.6,RE,1667640304
30,bambous virieux,-20.3428,57.7575,300.29,69,75,6.69,MU,1667640306
31,saint-philippe,-21.3585,55.7679,299.88,77,24,3.8,RE,1667640307
32,meulaboh,4.1363,96.1285,300.63,71,99,2.49,ID,1667640309
33,hualmay,-11.0964,-77.6139,288.84,90,22,3.71,PE,1667640310
34,kem,64.9555,34.5793,276.82,87,100,3.53,RU,1667640313
35,kavaratti,10.5669,72.642,300.82,72,100,3.03,IN,1667640314
36,vaini,-21.2,-175.2,297.24,78,40,2.57,TO,1667640316
37,broken hill,-31.95,141.4333,295.13,31,100,1.31,AU,1667640317
38,punta arenas,-53.15,-70.9167,281.21,81,0,2.06,CL,1667640145
39,karratha,-20.7377,116.8463,301.26,45,8,7.37,AU,1667640320
40,hermanus,-34.4187,19.2345,295.82,72,100,4.38,ZA,1667640321
41,petropavlovsk-kamchatskiy,53.0452,158.6483,273.48,80,40,4.0,RU,1667640323
42,likhoslavl,57.1275,35.464,274.3,75,53,1.11,RU,1667640326
43,jamestown,42.097,-79.2353,290.92,72,0,4.02,US,1667640328
44,kapaa,22.0752,-159.319,299.33,84,100,8.75,US,1667640329
45,penzance,50.1186,-5.5371,285.77,100,75,9.77,GB,1667640331
46,pevek,69.7008,170.3133,258.89,68,57,6.45,RU,1667640332
47,sitka,57.0531,-135.33,274.09,86,75,0.0,US,1667640333
48,port alfred,-33.5906,26.891,296.58,76,18,2.68,ZA,1667640335
49,shahreza,32.0339,51.8794,287.45,25,87,0.6,IR,1667640336
50,kaduna,10.5222,7.4383,300.81,21,54,4.87,NG,1667640338
51,aksu,41.1231,80.2644,286.86,28,100,1.11,CN,1667640339
52,ostersund,63.1792,14.6357,279.4,100,100,8.23,SE,1667640340
53,ilulissat,69.2167,-51.1,268.16,93,100,2.06,GL,1667640342
54,aranda de duero,41.6704,-3.6892,281.38,68,0,1.21,ES,1667640343
55,moussoro,13.6408,16.4901,301.12,15,69,5.28,TD,1667640345
56,qaanaaq,77.484,-69.3632,264.14,87,98,3.4,GL,1667640346
57,kralendijk,12.15,-68.2667,300.14,74,100,4.12,BQ,1667640348
58,acapulco,16.8634,-99.8901,298.05,94,0,0.0,MX,1667640157
59,east london,-33.0153,27.9116,297.67,64,0,8.23,ZA,1667640351
60,ural,55.9078,94.7464,272.32,88,49,1.01,RU,1667640353
61,pimentel,-6.8367,-79.9342,289.52,89,61,4.29,PE,1667640354
62,ostrovnoy,68.0531,39.5131,276.54,97,100,4.28,RU,1667640356
63,boueni,-12.9025,45.0761,302.14,70,3,5.51,YT,1667640357
64,westport,41.1415,-73.3579,291.34,90,100,0.45,US,1667640250
65,khatanga,71.9667,102.5,243.22,100,98,1.84,RU,1667640361
66,tasiilaq,65.6145,-37.6368,274.24,97,100,5.66,GL,1667640362
67,faya,18.3851,42.4509,297.21,47,3,1.91,SA,1667640364
68,khandbari,27.3747,87.2039,296.69,57,3,2.09,NP,1667640365
69,puerto ayora,-0.7393,-90.3518,292.3,78,100,4.88,EC,1667640367
70,chokurdakh,70.6333,147.9167,254.95,88,100,1.84,RU,1667640370
71,dingzhou,38.5131,114.9956,285.21,42,0,1.95,CN,1667640371
72,halifax,44.6453,-63.5724,287.32,91,41,3.6,CA,1667640180
73,alice springs,-23.7,133.8833,301.9,10,0,4.12,AU,1667640374
74,arraial do cabo,-22.9661,-42.0278,293.07,83,40,3.6,BR,1667640375
75,katsuura,35.1333,140.3,288.4,76,100,6.16,JP,1667640377
76,linxia,35.6003,103.2064,287.24,27,36,1.37,CN,1667640378
77,norman wells,65.282,-126.8329,258.17,85,100,3.6,CA,1667640380
78,jalu,29.0331,21.5482,297.17,31,1,4.71,LY,1667640381
79,butaritari,3.0707,172.7902,300.2,78,96,5.24,KI,1667640382
80,ahipara,-35.1667,173.1667,286.18,80,0,3.86,NZ,1667640384
81,macenta,8.5435,-9.471,297.96,49,81,0.49,GN,1667640385
82,bonavista,48.6499,-53.1147,281.09,84,94,7.92,CA,1667640387
83,lebu,-37.6167,-73.65,284.09,77,87,3.99,CL,1667640388
84,kourou,5.1552,-52.6478,296.18,94,55,1.41,GF,1667640389
85,padang,-0.9492,100.3543,300.18,72,99,1.59,ID,1667640391
86,north bend,43.4065,-124.2243,288.66,100,100,9.26,US,1667640393
87,mersing,2.4312,103.8405,301.1,83,40,1.54,MY,1667640394
88,big spring,32.2504,-101.4787,281.06,45,0,2.06,US,1667640395
89,taoudenni,22.6783,-3.9836,299.8,12,0,6.8,ML,1667640399
90,portland,45.5234,-122.6762,285.07,87,100,6.17,US,1667640205
91,nakambala,-15.8324,27.7799,300.55,46,99,2.92,ZM,1667640402
92,howard springs,-12.497,131.047,305.1,69,26,3.84,AU,1667640403
93,poum,-20.2333,164.0167,298.96,82,47,8.43,NC,1667640405
94,betma,22.6833,75.6167,304.27,27,20,2.06,IN,1667640406
95,waingapu,-9.6567,120.2641,302.99,66,100,4.55,ID,1667640407
96,luderitz,-26.6481,15.1594,295.57,56,0,4.15,NA,1667640410
97,touros,-5.1989,-35.4608,298.87,79,57,2.95,BR,1667640401
98,barrow,71.2906,-156.7887,262.16,85,100,1.54,US,1667640413
99,fort nelson,58.8053,-122.7002,258.92,78,75,3.09,CA,1667640414
100,chuy,-33.6971,-53.4616,286.76,92,0,3.12,UY,1667640416
101,kamaishi,39.2667,141.8833,281.26,71,5,3.44,JP,1667640417
102,novyy urengoy,66.0833,76.6333,267.22,93,85,3.06,RU,1667640158
103,mogadishu,2.0371,45.3438,302.08,84,75,4.12,SO,1667640368
104,matveyevka,52.15,56.1833,270.93,88,100,2.53,RU,1667640421
105,comodoro rivadavia,-45.8667,-67.5,283.07,66,0,2.06,AR,1667640422
106,harper,4.375,-7.7169,300.03,79,68,1.96,LR,1667640424
107,sao filipe,14.8961,-24.4956,299.96,59,35,3.26,CV,1667640425
108,carnarvon,-24.8667,113.6333,294.2,65,0,11.37,AU,1667640428
109,inuvik,68.3499,-133.7218,260.57,85,100,3.6,CA,1667640318
110,goderich,43.7501,-81.7165,291.33,59,100,7.2,CA,1667640432
111,hilo,19.7297,-155.09,297.38,87,0,2.24,US,1667640433
112,airai,-8.9266,125.4092,291.94,86,100,1.15,TL,1667640435
113,te anau,-45.4167,167.7167,279.75,85,49,1.34,NZ,1667640436
114,shingu,33.7333,135.9833,288.06,74,7,1.05,JP,1667640440
115,provideniya,64.3833,-173.3,262.35,78,4,1.09,RU,1667640441
116,shitanjing,39.2342,106.3439,281.78,35,85,0.95,CN,1667640443
117,dikson,73.5069,80.5464,271.82,98,99,3.54,RU,1667640444
118,el dorado,38.7666,-120.5177,281.79,78,86,1.34,US,1667640445
119,takoradi,4.8845,-1.7554,300.7,76,72,1.73,GH,1667640447
120,hami,42.8,93.45,286.92,21,12,3.56,CN,1667640265
121,georgetown,5.4112,100.3354,303.12,82,20,3.6,MY,1667640451
122,avarua,-21.2078,-159.775,296.18,78,75,3.6,CK,1667640452
123,ewa beach,21.3156,-158.0072,299.5,81,20,3.09,US,1667640454
124,hajnowka,52.7433,23.5812,280.94,87,100,0.89,PL,1667640456
125,pringsewu,-5.3582,104.9744,301.37,71,77,2.56,ID,1667640458
126,maua,-23.6678,-46.4614,286.31,85,68,1.74,BR,1667640459
127,solnechnyy,50.7214,136.6319,268.44,62,89,1.75,RU,1667640461
128,tiksi,71.6872,128.8694,256.04,99,100,2.07,RU,1667640462
129,torbay,47.6666,-52.7314,282.36,93,40,12.35,CA,1667640463
130,souillac,-20.5167,57.5167,300.36,69,75,6.69,MU,1667640465
131,hithadhoo,-0.6,73.0833,300.62,74,97,4.43,MV,1667640466
132,cap malheureux,-19.9842,57.6142,299.52,68,44,4.02,MU,1667640468
133,vilhena,-12.7406,-60.1458,287.43,68,14,1.57,BR,1667640469
134,la romana,18.4273,-68.9728,294.86,93,100,3.47,DO,1667640470
135,vilcun,-38.65,-72.2333,282.56,99,62,1.0,CL,1667640472
136,san vicente,-26.6167,-54.1333,282.16,93,2,1.31,AR,1667640355
137,shebunino,46.4339,141.8603,276.85,62,97,7.85,RU,1667640474
138,russell,32.3502,-85.1999,290.72,91,90,2.31,US,1667640477
139,vardo,70.3705,31.1107,276.14,87,100,3.09,NO,1667640478
140,yinchuan,38.4681,106.2731,284.58,32,61,0.81,CN,1667640480
141,pisco,-13.7,-76.2167,288.16,88,100,0.0,PE,1667640481
142,kajaani,64.2273,27.7285,275.18,93,100,1.54,FI,1667640483
143,sajanan,37.0573,9.2426,289.66,68,77,13.77,TN,1667640484
144,silver city,32.7701,-108.2803,275.17,73,0,4.12,US,1667640486
145,arlit,18.7369,7.3853,298.85,16,97,3.03,NE,1667640487
146,ust-kan,50.9276,84.761,280.49,52,88,2.34,RU,1667640488
147,mandalgovi,45.7625,106.2708,274.01,33,100,3.22,MN,1667640490
148,bredasdorp,-34.5322,20.0403,293.87,68,100,3.72,ZA,1667640491
149,castro,-24.7911,-50.0119,279.74,98,41,2.33,BR,1667640493
150,asau,46.4333,26.4,283.86,60,87,1.97,RO,1667640495
151,san quintin,30.4833,-115.95,288.28,56,7,0.71,MX,1667640496
152,powassan,46.0334,-79.3496,287.63,96,100,5.88,CA,1667640497
153,port macquarie,-31.4333,152.9167,289.2,70,10,2.27,AU,1667640499
154,port hedland,-20.3167,118.5667,301.18,61,5,7.72,AU,1667640382
155,kodinsk,58.6881,99.1844,271.94,89,100,1.91,RU,1667640503
156,jiexiu,37.0244,111.9125,286.96,47,2,0.64,CN,1667640504
157,pacific grove,36.6177,-121.9166,284.5,91,75,1.54,US,1667640505
158,severo-kurilsk,50.6789,156.125,277.3,64,41,12.95,RU,1667640507
159,thunder bay,48.4001,-89.3168,270.14,93,75,0.51,CA,1667640477
160,kidal,18.4411,1.4078,301.72,13,0,6.64,ML,1667640509
161,laguna,38.421,-121.4238,286.09,74,0,3.6,US,1667640340
162,salamanca,40.8333,-6.0,283.6,46,0,1.39,ES,1667640294
163,ancud,-41.8697,-73.8203,284.12,91,100,3.7,CL,1667640513
164,yanam,16.7333,82.2167,302.35,60,44,3.46,IN,1667640515
165,majene,-3.5403,118.9707,301.47,75,97,0.84,ID,1667640516
166,bekhtery,46.251,32.2927,286.54,56,49,6.04,UA,1667640517
167,edemissen,52.387,10.2614,282.41,85,6,0.45,DE,1667640519
168,lloydminster,53.2835,-110.0016,266.27,86,100,6.17,CA,1667640520
169,saint anthony,45.0205,-93.218,274.4,90,0,2.57,US,1667640522
170,kabare,-2.4683,28.8242,293.8,80,99,1.07,CD,1667640523
171,beringovskiy,63.05,179.3167,273.1,98,100,11.05,RU,1667640525
172,nargana,9.4428,-78.5906,299.03,85,100,6.81,PA,1667640526
173,coquimbo,-29.9533,-71.3436,286.0,82,100,2.06,CL,1667640527
174,donskoy,53.9711,38.3363,274.34,77,77,2.67,RU,1667640529
175,talnakh,69.4865,88.3972,266.6,95,100,5.24,RU,1667640530
176,sucha beskidzka,49.7419,19.5943,281.81,95,100,1.88,PL,1667640532
177,baykit,61.67,96.37,266.06,98,95,0.76,RU,1667640533
178,hokitika,-42.7167,170.9667,282.65,78,6,1.69,NZ,1667640535
179,suzun,53.7841,82.3116,278.6,48,86,4.24,RU,1667640536
180,yar-sale,66.8333,70.8333,262.44,89,60,4.17,RU,1667640537
181,derzhavinsk,51.1,66.3167,274.26,55,92,9.27,KZ,1667640539
182,sibolga,1.7427,98.7792,300.89,72,81,1.77,ID,1667640540
183,san patricio,28.017,-97.5169,293.07,53,84,6.21,US,1667640542
184,conceicao do araguaia,-8.2578,-49.2647,295.14,98,100,1.14,BR,1667640543
185,port hardy,50.6996,-127.4199,277.25,87,100,6.69,CA,1667640545
186,tumpat,6.1978,102.171,301.14,83,20,2.06,MY,1667640547
187,praia,14.9215,-23.5087,300.45,50,0,5.14,CV,1667640549
188,port elizabeth,-33.918,25.5701,295.31,78,75,4.63,ZA,1667640550
189,lakes entrance,-37.8811,147.981,289.91,85,58,0.26,AU,1667640552
190,illapel,-31.6308,-71.1653,286.46,79,22,0.72,CL,1667640553
191,remetea chioarului,47.5333,23.55,286.14,71,75,0.51,RO,1667640554
192,hobyo,5.3505,48.5268,301.73,65,91,5.73,SO,1667640556
193,wanaka,-44.7,169.15,282.27,80,73,1.74,NZ,1667640557
194,san cristobal,7.7669,-72.225,290.78,95,98,0.65,VE,1667640560
195,hargeysa,9.56,44.065,298.75,41,3,4.42,SO,1667640561
196,rudbar,30.15,62.6,298.15,30,9,1.14,AF,1667640563
